,Title,Published_date,Views,Likes,Favorite,Month
2530,Elasticity of Demand by Ms. I Shireesha,2021-05-18,65,1,0,May
2531,"Demand Analysis  Demand, it’s Nature and Types by Ms. I Shireesha",2021-05-15,398,9,0,May
2532,Estimation of Fixed and Working Capital Requirements by Dr. T Vara Lakshmi,2021-05-15,107,4,0,May
2533,Types of Capital by Dr. T Vara Lakshmi,2021-05-15,30,3,0,May
2534,Capital and It’s Significance by Dr. T Vara Lakshmi,2021-05-15,50,3,0,May
2535,"Joint Stock Company, Public Enterprises and Their Types by Dr. T Vara Lakshmi",2021-05-15,58,4,0,May
2536,Sole Proprietorship and Partnership by Dr. T Vara Lakshmi,2021-05-15,41,3,0,May
2537,Lagranges Mean Value Theorem by Mr. P Shantan Kumar,2021-05-15,48,1,0,May
2538,Cauchy's Mean Value Theorem by Mr. P Shantan Kumar,2021-05-15,42,0,0,May
2539,Rolle’s Mean Value Theorem by Mr. P Shantan Kumar,2021-05-15,70,3,0,May
2540,Linear Dependence and Independence of Vectors by Mr. P Shantan Kumar,2021-05-15,23,0,0,May
2541,"Input Buffer System by Mr, NV Krishna Rao",2021-05-12,41,1,0,May
2542,Front end back end Compilers by Mr. NV Krishna Rao,2021-05-12,20,0,0,May
2543,Problems on SLR Grammars by Mr. NV Krishna Rao,2021-05-12,13,1,0,May
2544,Construction of SLR Parsing Table by Mr  NV Krishna Rao,2021-05-11,20,0,0,May
2545,Sorting techniques - Merge Sort by Mr.E Krishna Rao Patro,2021-05-11,42,2,0,May
2546,Sorting Techniques - Quick Sort by Mr.E Krishna Rao Patro,2021-05-11,39,2,0,May
2547,Features and evaluation of different forms of Business organization by Dr.T Vara Lakshmi,2021-05-11,41,5,0,May
2548,Price determination& Price Statistics - Price Output determination in case of  by Dr. T Vara Lakshmi,2021-05-11,39,4,0,May
2549,Monopoly and monopolistic competition by Dr.T Vara Lakshmi,2021-05-11,39,4,0,May
2550,Market structures   Types of competition by Dr.T Vara Lakshmi,2021-05-11,42,5,0,May
2551,Features of perfect competition by Dr.T Vara Lakshmi,2021-05-11,24,3,0,May
2552,"Breakeven analysis, Determination of Breakeven point, Managerial Significance  by Dr  T Vara Lakshmi",2021-05-11,52,4,0,May
2553,Workflow in Machine Learning by Mr. P Ravinder,2021-05-11,38,4,0,May
2554,Introduction to Machine Learning Algorithms by Mr. P Ravinder,2021-05-11,68,5,0,May
2555,Cost Analysis - Cost concepts by Dr.T Vara Lakshmi,2021-05-08,65,4,0,May
2556,Parameters of Optical Couplers by Ms.M Saritha,2021-05-08,22,0,0,May
2557,Optical Fiber Connectors and Couplers by Ms.M Saritha,2021-05-08,35,0,0,May
2558,"Cobb Douglas Production function, Laws of Returns, Internal and External Econom by Dr.T Vara Lakshmi",2021-05-08,43,3,0,May
2559,"Connected components, Bi- connected components by Dr.M Purushotham Reddy",2021-05-08,20,0,0,May
2560,Graph traversals - Breadth first search by Dr.M Purushotham Reddy,2021-05-08,12,0,0,May
2561,Graph traversals - Depth first search by Dr.M Purushotham Reddy,2021-05-08,13,0,0,May
2562,"Kruskal's Algorithm, Differences between Prim's and Kruskal's Algorithm by Dr.M Purushotham reddy",2021-05-08,9,0,0,May
2563,"Spanning tree, Minimum Spanning Tree, Prim's Algorithm by Dr.M Purushotham Reddy",2021-05-08,10,0,0,May
2564,Non recursive binary tree traversal algorithms by Dr.M Purushotham Reddy,2021-05-08,17,0,0,May
2565,Binary Tree Traversal Algorithms - Recursive by Dr.M Purushotham Reddy,2021-05-08,11,0,0,May
2566,Union and find algorithms by Dr.M Purushotham Reddy,2021-05-07,24,0,0,May
2567,Disjoint set operations by Dr.M Purushotham Reddy,2021-05-07,21,2,0,May
2568,Mathematical Operations with TensorFlow 2 by Mr. P Ravinder,2021-05-07,157,7,0,May
2569,Creating Placeholder with TensorFlow by Mr. P Ravinder,2021-05-07,41,5,0,May
2570,Mathematical Operations with TensorFlow by Mr.P Ravinder,2021-05-07,54,4,0,May
2571,Creating Tensors using Variables by Mr. P Ravinder,2021-05-07,40,1,0,May
2572,Hello World Programme With TensorFlow by Mr. P Ravinder,2021-05-07,76,2,0,May
2573,Introduction to TensorFlow by Mr. P Ravinder,2021-05-07,348,12,0,May
2574,Non Verbal Communication by Dr. Sudheepthi Dondapati,2021-05-07,65,0,0,May
2575,Purpose of Group Discussion and Important Things to Remember by Dr. Sudeepthi Dondapati,2021-05-07,49,2,0,May
2576,Understanding the basics of Communication Skills by Dr. Sudeepthi Dondapati,2021-05-07,273,11,0,May
2577,Splicing of Optical Fiber by Ms.M Saritha,2021-05-06,11,0,0,May
2578,Types of Optical Fiber Dispersion by Ms.M Saritha,2021-05-06,7,0,0,May
2579,Fiber Alignment and Joint Loss by Ms.M Saritha,2021-05-06,816,11,0,May
2580,"Demand forecasting, Factors governing demand forecasting by Dr.T Vara Lakshmi",2021-05-06,199,1,0,May
2581,Theory of Production and Cost Analysis   Production Function  by Dr.T Vara Lakshmi,2021-05-06,64,1,0,May
2582,"Iso quants and Iso costs, MRTS, Least Cost Combination of Inputs by Dr.T Vara Lakshmi",2021-05-06,103,2,0,May
2583,Methods of demand forecasting by Dr.T Vara Lakshmi,2021-05-06,48,2,0,May
2584,Law of Demand and its Exceptions by Dr.T Vara Lakshmi,2021-05-06,99,1,0,May
2585,"Elasticity of Demand   Definition, Types by Dr.T Vara Lakshmi",2021-05-06,79,4,0,May
2586,Measurement and Significance of Elasticity of Demand by Dr.T Vara Lakshmi,2021-05-06,339,6,0,May
2587,Demand Analysis   Demand Determinants by Dr.T Vara Lakshmi,2021-05-06,40,2,0,May
2588,"Definition, Nature and Scope of Managerial Economics by Dr.T Vara Lakshmi",2021-05-06,311,4,0,May
2589,Relationship Between Number of Modes M and V Number Modes by Ms.M Saritha,2021-05-05,18,0,0,May
2590,Types of Optical Fiber by Ms.M saritha,2021-05-05,16,0,0,May
2591,Graded Index Fiber by Ms.M Saritha,2021-05-05,7,0,0,May
2592,Attenuation in Optical Fiber by Ms.M Saritha,2021-05-05,11,0,0,May
2593,Ray Propagation Through Optical Fiber by Ms.M Saritha,2021-05-05,31,1,0,May
2594,Mason's Gain Formula by Dr.P Sridhar,2021-05-05,34,0,0,May
2595,Signal Flow Graph  by Dr.P Sridhar,2021-05-05,27,0,0,May
2596,Block Diagram Algebra by Dr.P Sridhar,2021-05-05,28,0,0,May
2597,Basic Elements of Block Diagram by Dr.P Sridhar,2021-05-05,31,0,0,May
2598,Problems on  Applications of Inverse Laplace Transform  by Dr. S Jagadha,2021-05-05,29,0,0,May
2599,Problems on Inverse Laplace Transform by Dr. S Jagadha,2021-05-05,41,0,0,May
2600,Problems on Double Integrals (Area as Double Integrals) by Dr. S Jagadha,2021-05-05,29,0,0,May
2601,Problems on Double Integrals by Dr. S Jagadha,2021-05-05,26,0,0,May
2602,Transformation of Coordinate System by Dr. S Jagadha,2021-05-05,28,0,0,May
2603,Problems on Double and Triple Integrals by Dr. S Jagadha,2021-05-05,17,0,0,May
2604,Volume of a Region Using Triple Integration by Dr. S Jagadha,2021-05-05,37,0,0,May
2605,Surface Integrals by Dr. S Jagadha,2021-05-04,29,0,0,May
2606,Solenoidal and Irrotational Vectors by Dr. S Jagadha,2021-05-04,41,1,0,May
2607,Line Integrals by Dr. S Jagadha,2021-05-04,42,1,0,May
2608,Effects of Feedback in Control Systems by Dr.P Sridhar,2021-05-04,20,0,0,May
2609,Problems on Why Feedback Control Systems by Dr.P Sridhar,2021-05-04,12,0,0,May
2610,Why Feedback Control Systems by Dr.P Sridhar,2021-05-04,17,0,0,May
2611,D’Alembert’s principle and its application for connected bodies by Dr.BDY Sunil,2021-05-04,36,1,0,May
2612,Work Energy Equation for Translation by Dr.BDY Sunil,2021-05-04,97,4,0,May
2613,"Work, Energy and Power, Principles for Problem Solving Using Work Energy Method by Dr.BDY Sunil",2021-05-04,14,0,0,May
2614,"Motion of lift, Motion of body on inclined plane, Problems by Dr.BDY Sunil",2021-05-04,9,0,0,May
2615,Test of Hypothesis   II Definitions and Terminology by Dr. J Suresh Goud,2021-05-04,33,1,0,May
2616,Test of Hypothesis   I Definitions and Terminology by Dr. J Suresh Goud,2021-05-04,33,0,0,May
2617,Correlation and Regression Definitions and Terminology by Dr. J Suresh Goud,2021-05-04,12,0,0,May
2618,Problems on Time period and frequency for various pendulums by Dr. BDY Sunil,2021-05-04,8,0,0,May
2619,Problems on Impulse Momentum for Connected Bodies by Dr. BDY Sunil,2021-05-04,8,0,0,May
2620,Problems on Impact of elastic bodies by Dr. BDY Sunil,2021-05-04,6,0,0,May
2621,D’Alembert’s principle and its application in plane motion by Dr.BDY Sunil,2021-05-03,58,4,0,May
2622,"Kinetics – introduction, Important terms, Newtons laws of motion, Relation  by Dr.BDY Sunil",2021-05-03,11,0,0,May
2623,Problems on Moment of inertia and mass moment of inertia by Dr.BDY Sunil,2021-05-03,5,0,0,May
2624,Problems on Centre of gravity of simple and composite bodies by Dr.BDY Sunil,2021-05-03,4,0,0,May
2625,Problems on Centroid of simple and composite sections by Dr.BDY Sunil,2021-05-03,1,0,0,May
2626,Oscillation of spring and arrangement of springs by Dr. BDY  Sunil,2021-05-03,1,0,0,May
2627,Derivation for frequency and time period of torsional pendulum by Dr. BDY Sunil,2021-05-03,22,0,0,May
2628,Derivation for frequency and time period of compound pendulum by Dr.  BDY Sunil,2021-05-03,7,0,0,May
2629,"Introduction to Vibrations, Free and Forced Vibrations, Simple Harmonic Motion by Dr. BDY Sunil",2021-05-03,8,0,0,May
2630,Time period of simple pendulum when hanging from the ceiling of a lift by Dr. BDY Sunil,2021-05-03,7,0,0,May
2631,Derivation for Frequency and Time Period of Simple Pendulum by Dr. BDY Sunil,2021-05-03,3,0,0,May
2632,Problems on Screw jack by Dr.BDY Sunil,2021-05-03,2,0,0,May
2633,"Coefficient of Restitution, Recoil of Gun by Dr. BDY Sunil",2021-05-03,2,0,0,May
2634,"Impact of Elastic Bodies, Impact and Types of Impact by Dr. BDY Sunil",2021-05-03,7,0,0,May
2635,"Mass moment of inertia, Parallel axis theorem transfer formula, Mass Moment by Dr.BDY Sunil",2021-05-03,54,1,0,May
2636,D’Alembert’s principle For Kinetic Problems by Dr. BDY Sunil,2021-05-03,22,0,0,May
2637,"Linear Impulse and Momentum, Conversation of Momentum by Dr. BDY Sunil",2021-05-03,8,0,0,May
2638,Problems on Work Energy Equation for Translation in Plane motion and Connected Bodi by Dr. BDY Sunil,2021-05-03,16,0,0,May
2639,Moment of inertia of standard sections and composite sections by Dr.BDY Sunil,2021-05-03,17,0,0,May
2640,Work Done by Spring by Dr. BDY Sunil,2021-05-03,6,0,0,May
2641,Moment of inertia from first principles by Dr.BDY Sunil,2021-05-03,15,0,0,May
2642,"Determination of centre of gravity of bodies, lines and arcs by Dr.BDY Sunil",2021-05-03,13,0,0,May
2643,"Moment of inertia, Radius of gyration, Polar moment of inertia, Theorems of moment by Dr.BDY Sunil",2021-05-03,19,0,0,May
2644,Determination of centroid for composite sections by Dr.BDY Sunil,2021-05-03,12,0,0,May
2645,Smith Chart by Dr. P Ashok Babu,2021-05-01,31,0,0,May
2646,"Lines of Different Lengths  λ/8, λ/4, λ/2 Lines and Zmax and Zmin  by Dr. P Ashok Babu",2021-05-01,126,3,0,May
2647,"Open Circuited Lines, Short Circuited Lines  and Input Impedance by Dr. P Ashok Babu",2021-05-01,27,0,0,May
2648,"Reflection, Reflection Coefficient  and Standing wave Ratio by Dr. P Ashok Babu",2021-05-01,36,2,0,May
2649,Condition for Minimum Attenuation and Loading of Lines by Dr. P Ashok Babu,2021-05-01,145,1,0,May
2650,Capacitance and Types of Capacitances by Dr. P Ashok Babu,2021-05-01,24,0,0,May
2651,"Loss Less Transmission Line, Line Distortion  and Distortion Less Line by Dr  P Ashok Babu",2021-05-01,38,1,0,May
2652,Random variables Discussion of Tutorial Question Bank by Dr. P Srilatha,2021-05-01,101,4,0,May
2653,Correlation and Regression Discussion of Tutorial Question Bank by Dr. P Srilatha,2021-05-01,52,2,0,May
2654,Probability Distribution Discussion of Tutorial Question Bank by Dr. P Srilatha,2021-05-01,85,3,0,May
2655,Probability Distribution  Definitions and Terminology by Dr. J Suresh Goud,2021-05-01,18,0,0,May
2656,Random variables Definitions & Terminology by Dr. J Suresh Goud,2021-05-01,24,0,0,May
2657,Interesting Facts in C Programming by Ms. B Padmaja,2021-04-30,84,9,0,Apr
2658,Test of Hypothesis  II Discussion of Tutorial Question Bank by Dr. P Srilatha,2021-04-30,74,2,0,Apr
2659,"Function pointers, pointers as functions arguments, Functions returning pointers by Ms. B Padmaja",2021-04-30,39,1,0,Apr
2660,"Passing arrays to functions, passing strings to functions by  Ms. B Padmaja",2021-04-30,81,1,0,Apr
2661,Test of Hypothesis  I Discussion of Tutorial Question Bank by Dr. P Srilatha,2021-04-30,102,4,0,Apr
2662,Test of Hypothesis  II Definitions & Terminology by Dr. P Srilatha,2021-04-30,18,0,0,Apr
2663,Test of Hypothesis  I Definitions & Terminology by Dr. P Srilatha,2021-04-30,12,0,0,Apr
2664,Correlation and Regression Definitions & Terminology by Dr. P Srilatha,2021-04-30,16,1,0,Apr
2665,Probability Distribution  Definitions & Terminology by Dr. P Srilatha,2021-04-30,15,1,0,Apr
2666,Random variables   Definitions & Terminology by Dr. P Srilatha,2021-04-30,6,0,0,Apr
2667,Problems on Chi Square Distribution by Dr. J Suresh Goud,2021-04-30,25,0,0,Apr
2668,Problems on F distribution by Dr. J Suresh Goud,2021-04-30,8,0,0,Apr
2669,Problems on t distribution by Dr. J Suresh Goud,2021-04-30,14,0,0,Apr
2670,Problems on Test of Hypothesis for Single Proportion and difference of Proportions by Dr. J Suresh G,2021-04-30,15,0,0,Apr
2671,Problems on Test of Hypothesis for Single mean and difference of means by Dr. J Suresh Goud,2021-04-30,21,0,0,Apr
2672,t test for difference of means by Dr. J Suresh Goud,2021-04-30,31,0,0,Apr
2673,Supernode Analysis Solved Technique with simple example and Animation by Mr. A. Srikanth,2021-04-29,36,2,0,Apr
2674,Supermesh Analysis Solved Technique with simple example and Animation by Mr. A. Srikanth,2021-04-29,38,3,0,Apr
2675,Nodal Analysis Solved Technique with simple example and Animation by Mr. A. Srikanth,2021-04-29,29,1,0,Apr
2676,Inspection Method Solved Technique with simple example and Animation by Mr. A. Srikanth,2021-04-29,29,2,0,Apr
2677,Star to  Delta or Delta to Star Transformation Technique by Mr. A. Srikanth,2021-04-29,29,2,0,Apr
2678,Mesh Analysis Solved Technique with simple example and Animation by Mr. A. Srikanth,2021-04-29,40,4,0,Apr
2679,"Equivalent Values of Series, Parallel R, L & C Networks by Mr. A. Srikanth",2021-04-29,26,1,0,Apr
2680,Standard I O Operations  by Dr. G Ramu,2021-04-29,19,2,0,Apr
2681,"Opening and Closing a File, File Opening Modes by Dr. G Ramu",2021-04-29,14,0,0,Apr
2682,"File Handling Concepts , Types of files, Basic file Operations by Dr. G Ramu",2021-04-29,34,0,0,Apr
2683,Preprocessor Directives by Dr. G Ramu,2021-04-29,12,1,0,Apr
2684,Applications of Cayley – Hamilton Finding inverse and powers of a matrix by Mr. P Shantan Kumar,2021-04-29,27,2,0,Apr
2685,"Cayley Hamilton theorem  Statement, verification by Mr. P Shantan Kumar",2021-04-29,34,6,0,Apr
2686,Diagonalization of matrix by linear transformation by Mr. P Shantan Kumar,2021-04-29,177,17,0,Apr
2687,Eigen vectors of a matrix by Mr. P Shantan Kumar,2021-04-29,31,2,0,Apr
2688,Inverse of a matrix by Gauss Jordan method by Mr. P Shantan Kumar,2021-04-29,19,1,0,Apr
2689,Eigen values of a matrix by Mr. P Shantan Kumar,2021-04-29,43,1,0,Apr
2690,Rank of a matrix by Normal form by Mr. P Shantan Kumar,2021-04-29,38,1,0,Apr
2691,Rank of a matrix by Echelon form by Mr. P Shantan Kumar,2021-04-29,45,2,0,Apr
2692,"Symmetric, Skew Symmetric matrices ,Real matrices by Mr. P Shantan Kumar",2021-04-28,59,0,0,Apr
2693,"Elementary Operations, Elementary Row and Column Transformations by Mr. P Shantan Kumar",2021-04-28,21,0,0,Apr
2694,"Complex matrices, Unitary matrices by Mr. P Shantan Kumar",2021-04-28,40,0,0,Apr
2695,"Complex matrices , Hermitian, Skew  Hermitian by Mr. P Shantan Kumar",2021-04-28,32,0,0,Apr
2696,"Orthogonal Matrices, Real Matrices by Mr. P Shantan Kumar",2021-04-28,34,1,0,Apr
2697,Application Method of Lagrange multipliers by Mr. P Shanthan Kumar,2021-04-28,109,0,0,Apr
2698,Noise in SSB by Dr. P Munaswamy,2021-04-28,27,1,0,Apr
2699,Noise in DSBSC by Dr. P Munaswamy,2021-04-28,29,1,0,Apr
2700,Noise in AM by Dr. P Munaswamy,2021-04-28,26,2,0,Apr
2701,"Noise Equivalent Bandwidth, Effective Noise Temperature by Dr. P Munaswamy",2021-04-28,379,4,0,Apr
2702,Average Noise Figure of Cascaded Networks by Dr. P Munaswamy,2021-04-28,170,3,0,Apr
2703,Narrowband Noise – In Phase and Quadrature Phase Components by Dr. P Munaswamy,2021-04-28,238,4,0,Apr
2704,"Noise in a Analog Communication System ; Types of Noise , White Noise by Dr. P Munaswamy",2021-04-28,34,1,0,Apr
2705,Noise Analysis in DSB System by Dr. V Siva Nagaraju,2021-04-28,41,1,0,Apr
2706,Average Noise Figure of Cascaded Networks by Dr. V Siva Nagaraju,2021-04-28,74,1,0,Apr
2707,"Characteristic Impedance, propagation constant; Phase and group velocities by Dr. P Ashok Babu",2021-04-27,77,3,0,Apr
2708,Transmission Lines & Transmission Line Equations by Dr. P Ashok Babu,2021-04-27,67,3,0,Apr
2709,Infinite Transmission Line by Dr. P Ashok Babu,2021-04-27,60,1,0,Apr
2710,Poynting’s Theorem by Dr. P Ashok Babu,2021-04-27,25,0,0,Apr
2711,Virtualization in Cloud Computing by Mr. A Praveen,2021-04-27,17,0,0,Apr
2712,Benefits of Cloud Computing by Mr. A Praveen,2021-04-27,9,0,0,Apr
2713,Cloud Computing Characteristics by Mr. A Praveen,2021-04-27,16,0,0,Apr
2714,Life Cycle of Cloud Computing by Mr. A Praveen,2021-04-27,207,5,0,Apr
2715,Cloud Service Models by Mr. A Praveen,2021-04-27,14,1,0,Apr
2716,Types of Cloud Computing and Cloud Deployment models by Mr. A Praveen,2021-04-27,9,0,0,Apr
2717,Introduction to Cloud Computing by Mr. A Praveen,2021-04-27,27,0,0,Apr
2718,Command Line Arguments by Ms.B Padmaja,2021-04-26,61,2,0,Apr
2719,Storage Classes by Ms.B Padmaja,2021-04-26,51,2,0,Apr
2720,Problems on Multiple Correlation by Dr.J Suresh Goud,2021-04-26,39,0,0,Apr
2721,Problems on Multiple Regression by Dr.J Suresh Goud,2021-04-26,27,1,0,Apr
2722,Regression Lines - III by Dr.J Suresh Goud,2021-04-26,26,1,0,Apr
2723,Regression Lines - II by Dr.J Suresh Goud,2021-04-26,31,1,0,Apr
2724,Regression Lines - I by Dr.J Suresh Goud,2021-04-26,35,1,0,Apr
2725,Problems on Correlation Bi Variate Data by Dr.J Suresh Goud,2021-04-26,30,0,0,Apr
2726,"Centre of gravity, Centroid, difference between centre of gravity and centroid by Dr.BDY Sunil",2021-04-26,12,0,0,Apr
2727,Determination of centroid for simple sections by Dr.BDY Sunil,2021-04-26,16,0,0,Apr
2728,Problems on Ladder friction by Dr.BDY Sunil,2021-04-26,11,0,0,Apr
2729,Problems on Wedge friction by Dr.BDY Sunil,2021-04-26,8,0,0,Apr
2730,Problems on Frictional force implementation by Dr.BDY Sunil,2021-04-26,8,0,0,Apr
2731,Equilibrium of body on horizontal plane and rough inclined plane by Dr.BDY Sunil,2021-04-26,9,0,0,Apr
2732,Effect of friction in connected bodies by Dr.BDY Sunil,2021-04-26,6,0,0,Apr
2733,"Introduction to friction, Laws of friction, Important terms in friction, Type by Dr.BDY Sunil",2021-04-26,14,0,0,Apr
2734,Upload the Zoom Recorded Video in YouTube well as CMS Login,2021-04-26,299,1,0,Apr
2735,Resultant by using Varignon’s theorem by Dr.BDY Sunil,2021-04-25,26,0,0,Apr
